institution_id,year,combination_id,disease_1,disease_2,disease_3,disease_4,patient_count
INST007,2015,C002,Diabetes,Chronic kidney disease,,,30
INST007,2015,C003,Hypertension,Ischemic heart disease,,,54
INST007,2015,C004,Diabetes,Obesity,,,35
INST007,2015,C005,Diabetes,Hypertension,Obesity,,81
INST007,2015,C006,COPD,Hypertension,,,18
INST007,2015,C007,Asthma,Allergic/atopic disease,,,31
INST007,2015,C008,Heart failure,Chronic kidney disease,,,21
INST007,2015,C009,Diabetes,Hyperlipidemia,Hypertension,,56
INST007,2015,C010,Hypertension,Stroke,,,6
INST007,2015,C011,Chronic liver disease,Type 2 diabetes mellitus,,,24
INST007,2015,C012,Depression,Generalized anxiety disorder,,,49
INST007,2015,C013,Osteoarthritis,Obesity,,,28
INST007,2015,C014,Rheumatoid arthritis,Osteoporosis,,,16
INST007,2015,C015,Pneumonia,Diabetes,,,67
INST007,2015,C016,COVID-19,Diabetes,,,8
INST007,2015,C017,COVID-19,Hypertension,,,9
INST007,2015,C018,COVID-19,Diabetes,Hypertension,,21
INST007,2015,C019,Tuberculosis,Diabetes,,,16
INST007,2015,C020,Urinary tract infection,Diabetes,,,50
INST007,2015,C021,Diabetes,Chronic kidney disease,Hypertension,,30
INST007,2015,C022,Ischemic heart disease,Diabetes,Hypertension,,49
INST007,2015,C023,Asthma,Obesity,,,32
INST007,2015,C024,COPD,Diabetes,,,48
INST007,2015,C025,Hyperlipidemia,Hypertension,,,84
INST007,2016,C001,Diabetes,Hypertension,,,98
INST007,2016,C002,Diabetes,Chronic kidney disease,,,20
INST007,2016,C003,Hypertension,Ischemic heart disease,,,62
INST007,2016,C004,Diabetes,Obesity,,,31
INST007,2016,C005,Diabetes,Hypertension,Obesity,,96
INST007,2016,C006,COPD,Hypertension,,,30
INST007,2016,C007,Asthma,Allergic/atopic disease,,,29
INST007,2016,C008,Heart failure,Chronic kidney disease,,,33
INST007,2016,C009,Diabetes,Hyperlipidemia,Hypertension,,59
INST007,2016,C010,Hypertension,Stroke,,,12
INST007,2016,C011,Chronic liver disease,Type 2 diabetes mellitus,,,18
INST007,2016,C012,Depression,Generalized anxiety disorder,,,43
INST007,2016,C013,Osteoarthritis,Obesity,,,55
INST007,2016,C014,Rheumatoid arthritis,Osteoporosis,,,21
INST007,2016,C015,Pneumonia,Diabetes,,,84
INST007,2016,C016,COVID-19,Diabetes,,,8
INST007,2016,C017,COVID-19,Hypertension,,,9
INST007,2016,C018,COVID-19,Diabetes,Hypertension,,13
INST007,2016,C019,Tuberculosis,Diabetes,,,8
INST007,2016,C020,Urinary tract infection,Diabetes,,,51
INST007,2016,C021,Diabetes,Chronic kidney disease,Hypertension,,44
INST007,2016,C022,Ischemic heart disease,Diabetes,Hypertension,,40
INST007,2016,C023,Asthma,Obesity,,,75
INST007,2016,C024,COPD,Diabetes,,,36
INST007,2016,C025,Hyperlipidemia,Hypertension,,,47
INST007,2017,C001,Diabetes,Hypertension,,,71
INST007,2017,C002,Diabetes,Chronic kidney disease,,,49
INST007,2017,C003,Hypertension,Ischemic heart disease,,,78
INST007,2017,C004,Diabetes,Obesity,,,110
INST007,2017,C005,Diabetes,Hypertension,Obesity,,122
INST007,2017,C006,COPD,Hypertension,,,45
INST007,2017,C007,Asthma,Allergic/atopic disease,,,13
INST007,2017,C008,Heart failure,Chronic kidney disease,,,33
INST007,2017,C009,Diabetes,Hyperlipidemia,Hypertension,,66
INST007,2017,C010,Hypertension,Stroke,,,14
INST007,2017,C011,Chronic liver disease,Type 2 diabetes mellitus,,,21
INST007,2017,C012,Depression,Generalized anxiety disorder,,,51
INST007,2017,C013,Osteoarthritis,Obesity,,,59
INST007,2017,C014,Rheumatoid arthritis,Osteoporosis,,,10
INST007,2017,C015,Pneumonia,Diabetes,,,59
INST007,2017,C016,COVID-19,Diabetes,,,17
INST007,2017,C017,COVID-19,Hypertension,,,7
INST007,2017,C018,COVID-19,Diabetes,Hypertension,,12
INST007,2017,C019,Tuberculosis,Diabetes,,,12
INST007,2017,C020,Urinary tract infection,Diabetes,,,29
INST007,2017,C021,Diabetes,Chronic kidney disease,Hypertension,,41
INST007,2017,C022,Ischemic heart disease,Diabetes,Hypertension,,46
INST007,2017,C023,Asthma,Obesity,,,26
INST007,2017,C024,COPD,Diabetes,,,33
INST007,2017,C025,Hyperlipidemia,Hypertension,,,34
INST007,2018,C001,Diabetes,Hypertension,,,153
INST007,2018,C002,Diabetes,Chronic kidney disease,,,63
INST007,2018,C003,Hypertension,Ischemic heart disease,,,45
INST007,2018,C004,Diabetes,Obesity,,,88
INST007,2018,C005,Diabetes,Hypertension,Obesity,,80
INST007,2018,C006,COPD,Hypertension,,,41
INST007,2018,C007,Asthma,Allergic/atopic disease,,,9
INST007,2018,C008,Heart failure,Chronic kidney disease,,,23
INST007,2018,C009,Diabetes,Hyperlipidemia,Hypertension,,47
INST007,2018,C010,Hypertension,Stroke,,,14
INST007,2018,C011,Chronic liver disease,Type 2 diabetes mellitus,,,32
INST007,2018,C012,Depression,Generalized anxiety disorder,,,28
INST007,2018,C013,Osteoarthritis,Obesity,,,79
INST007,2018,C014,Rheumatoid arthritis,Osteoporosis,,,23
INST007,2018,C015,Pneumonia,Diabetes,,,52
INST007,2018,C016,COVID-19,Diabetes,,,8
INST007,2018,C017,COVID-19,Hypertension,,,16
INST007,2018,C018,COVID-19,Diabetes,Hypertension,,10
INST007,2018,C019,Tuberculosis,Diabetes,,,8
INST007,2018,C020,Urinary tract infection,Diabetes,,,25
INST007,2018,C021,Diabetes,Chronic kidney disease,Hypertension,,37
INST007,2018,C022,Ischemic heart disease,Diabetes,Hypertension,,67
INST007,2018,C023,Asthma,Obesity,,,66
INST007,2018,C024,COPD,Diabetes,,,36
INST007,2018,C025,Hyperlipidemia,Hypertension,,,55
INST007,2019,C001,Diabetes,Hypertension,,,135
INST007,2019,C002,Diabetes,Chronic kidney disease,,,70
INST007,2019,C003,Hypertension,Ischemic heart disease,,,37
INST007,2019,C004,Diabetes,Obesity,,,114
INST007,2019,C005,Diabetes,Hypertension,Obesity,,50
INST007,2019,C006,COPD,Hypertension,,,48
INST007,2019,C007,Asthma,Allergic/atopic disease,,,26
INST007,2019,C008,Heart failure,Chronic kidney disease,,,38
INST007,2019,C009,Diabetes,Hyperlipidemia,Hypertension,,81
INST007,2019,C010,Hypertension,Stroke,,,10
INST007,2019,C011,Chronic liver disease,Type 2 diabetes mellitus,,,29
INST007,2019,C012,Depression,Generalized anxiety disorder,,,64
INST007,2019,C013,Osteoarthritis,Obesity,,,33
INST007,2019,C014,Rheumatoid arthritis,Osteoporosis,,,21
INST007,2019,C015,Pneumonia,Diabetes,,,65
INST007,2019,C016,COVID-19,Diabetes,,,13
INST007,2019,C017,COVID-19,Hypertension,,,8
INST007,2019,C018,COVID-19,Diabetes,Hypertension,,19
INST007,2019,C019,Tuberculosis,Diabetes,,,17
INST007,2019,C020,Urinary tract infection,Diabetes,,,46
INST007,2019,C021,Diabetes,Chronic kidney disease,Hypertension,,59
INST007,2019,C022,Ischemic heart disease,Diabetes,Hypertension,,72
INST007,2019,C023,Asthma,Obesity,,,58
INST007,2019,C024,COPD,Diabetes,,,30
INST007,2019,C025,Hyperlipidemia,Hypertension,,,79
INST007,2020,C001,Diabetes,Hypertension,,,118
INST007,2020,C002,Diabetes,Chronic kidney disease,,,28
INST007,2020,C003,Hypertension,Ischemic heart disease,,,27
INST007,2020,C004,Diabetes,Obesity,,,58
INST007,2020,C005,Diabetes,Hypertension,Obesity,,72
INST007,2020,C006,COPD,Hypertension,,,37
INST007,2020,C007,Asthma,Allergic/atopic disease,,,8
INST007,2020,C008,Heart failure,Chronic kidney disease,,,30
INST007,2020,C009,Diabetes,Hyperlipidemia,Hypertension,,94
INST007,2020,C010,Hypertension,Stroke,,,8
INST007,2020,C011,Chronic liver disease,Type 2 diabetes mellitus,,,19
INST007,2020,C012,Depression,Generalized anxiety disorder,,,51
INST007,2020,C013,Osteoarthritis,Obesity,,,26
INST007,2020,C014,Rheumatoid arthritis,Osteoporosis,,,18
INST007,2020,C015,Pneumonia,Diabetes,,,59
INST007,2020,C016,COVID-19,Diabetes,,,67
INST007,2020,C017,COVID-19,Hypertension,,,85
INST007,2020,C018,COVID-19,Diabetes,Hypertension,,113
INST007,2020,C019,Tuberculosis,Diabetes,,,10
INST007,2020,C020,Urinary tract infection,Diabetes,,,42
INST007,2020,C021,Diabetes,Chronic kidney disease,Hypertension,,30
INST007,2020,C022,Ischemic heart disease,Diabetes,Hypertension,,64
INST007,2020,C023,Asthma,Obesity,,,69
INST007,2020,C024,COPD,Diabetes,,,43
INST007,2020,C025,Hyperlipidemia,Hypertension,,,76
INST007,2021,C001,Diabetes,Hypertension,,,67
INST007,2021,C002,Diabetes,Chronic kidney disease,,,58
INST007,2021,C003,Hypertension,Ischemic heart disease,,,55
INST007,2021,C004,Diabetes,Obesity,,,83
INST007,2021,C005,Diabetes,Hypertension,Obesity,,78
INST007,2021,C006,COPD,Hypertension,,,21
INST007,2021,C007,Asthma,Allergic/atopic disease,,,18
INST007,2021,C008,Heart failure,Chronic kidney disease,,,29
INST007,2021,C009,Diabetes,Hyperlipidemia,Hypertension,,32
INST007,2021,C010,Hypertension,Stroke,,,12
INST007,2021,C011,Chronic liver disease,Type 2 diabetes mellitus,,,37
INST007,2021,C012,Depression,Generalized anxiety disorder,,,27
INST007,2021,C013,Osteoarthritis,Obesity,,,62
INST007,2021,C014,Rheumatoid arthritis,Osteoporosis,,,18
INST007,2021,C015,Pneumonia,Diabetes,,,80
INST007,2021,C016,COVID-19,Diabetes,,,79
INST007,2021,C017,COVID-19,Hypertension,,,106
INST007,2021,C018,COVID-19,Diabetes,Hypertension,,43
INST007,2021,C019,Tuberculosis,Diabetes,,,9
INST007,2021,C020,Urinary tract infection,Diabetes,,,58
INST007,2021,C021,Diabetes,Chronic kidney disease,Hypertension,,21
INST007,2021,C022,Ischemic heart disease,Diabetes,Hypertension,,58
INST007,2021,C023,Asthma,Obesity,,,50
INST007,2021,C024,COPD,Diabetes,,,30
INST007,2021,C025,Hyperlipidemia,Hypertension,,,81
INST007,2022,C001,Diabetes,Hypertension,,,107
INST007,2022,C002,Diabetes,Chronic kidney disease,,,26
INST007,2022,C003,Hypertension,Ischemic heart disease,,,28
INST007,2022,C004,Diabetes,Obesity,,,41
INST007,2022,C005,Diabetes,Hypertension,Obesity,,69
INST007,2022,C006,COPD,Hypertension,,,41
INST007,2022,C007,Asthma,Allergic/atopic disease,,,8
INST007,2022,C008,Heart failure,Chronic kidney disease,,,40
INST007,2022,C009,Diabetes,Hyperlipidemia,Hypertension,,103
INST007,2022,C010,Hypertension,Stroke,,,15
INST007,2022,C011,Chronic liver disease,Type 2 diabetes mellitus,,,32
INST007,2022,C012,Depression,Generalized anxiety disorder,,,46
INST007,2022,C013,Osteoarthritis,Obesity,,,36
INST007,2022,C014,Rheumatoid arthritis,Osteoporosis,,,27
INST007,2022,C015,Pneumonia,Diabetes,,,82
INST007,2022,C016,COVID-19,Diabetes,,,53
INST007,2022,C017,COVID-19,Hypertension,,,54
INST007,2022,C018,COVID-19,Diabetes,Hypertension,,38
INST007,2022,C019,Tuberculosis,Diabetes,,,18
INST007,2022,C020,Urinary tract infection,Diabetes,,,28
INST007,2022,C021,Diabetes,Chronic kidney disease,Hypertension,,57
INST007,2022,C022,Ischemic heart disease,Diabetes,Hypertension,,35
INST007,2022,C023,Asthma,Obesity,,,39
INST007,2022,C024,COPD,Diabetes,,,30
INST007,2022,C025,Hyperlipidemia,Hypertension,,,46
INST007,2023,C001,Diabetes,Hypertension,,,121
INST007,2023,C002,Diabetes,Chronic kidney disease,,,74
INST007,2023,C003,Hypertension,Ischemic heart disease,,,40
INST007,2023,C004,Diabetes,Obesity,,,90
INST007,2023,C005,Diabetes,Hypertension,Obesity,,138
INST007,2023,C006,COPD,Hypertension,,,31
INST007,2023,C007,Asthma,Allergic/atopic disease,,,28
INST007,2023,C008,Heart failure,Chronic kidney disease,,,26
INST007,2023,C009,Diabetes,Hyperlipidemia,Hypertension,,77
INST007,2023,C010,Hypertension,Stroke,,,22
INST007,2023,C011,Chronic liver disease,Type 2 diabetes mellitus,,,25
INST007,2023,C012,Depression,Generalized anxiety disorder,,,42
INST007,2023,C013,Osteoarthritis,Obesity,,,39
INST007,2023,C014,Rheumatoid arthritis,Osteoporosis,,,13
INST007,2023,C015,Pneumonia,Diabetes,,,62
INST007,2023,C016,COVID-19,Diabetes,,,37
INST007,2023,C017,COVID-19,Hypertension,,,20
INST007,2023,C018,COVID-19,Diabetes,Hypertension,,23
INST007,2023,C019,Tuberculosis,Diabetes,,,17
INST007,2023,C020,Urinary tract infection,Diabetes,,,74
INST007,2023,C021,Diabetes,Chronic kidney disease,Hypertension,,40
INST007,2023,C022,Ischemic heart disease,Diabetes,Hypertension,,71
INST007,2023,C023,Asthma,Obesity,,,90
INST007,2023,C024,COPD,Diabetes,,,36
INST007,2023,C025,Hyperlipidemia,Hypertension,,,86
INST007,2024,C001,Diabetes,Hypertension,,,93
INST007,2024,C002,Diabetes,Chronic kidney disease,,,76
INST007,2024,C003,Hypertension,Ischemic heart disease,,,88
INST007,2024,C004,Diabetes,Obesity,,,81
INST007,2024,C005,Diabetes,Hypertension,Obesity,,80
INST007,2024,C006,COPD,Hypertension,,,32
INST007,2024,C007,Asthma,Allergic/atopic disease,,,27
INST007,2024,C008,Heart failure,Chronic kidney disease,,,23
INST007,2024,C009,Diabetes,Hyperlipidemia,Hypertension,,94
INST007,2024,C010,Hypertension,Stroke,,,11
INST007,2024,C011,Chronic liver disease,Type 2 diabetes mellitus,,,16
INST007,2024,C012,Depression,Generalized anxiety disorder,,,27
INST007,2024,C013,Osteoarthritis,Obesity,,,50
INST007,2024,C014,Rheumatoid arthritis,Osteoporosis,,,27
INST007,2024,C015,Pneumonia,Diabetes,,,54
INST007,2024,C016,COVID-19,Diabetes,,,37
INST007,2024,C017,COVID-19,Hypertension,,,32
INST007,2024,C018,COVID-19,Diabetes,Hypertension,,42
INST007,2024,C019,Tuberculosis,Diabetes,,,17
INST007,2024,C020,Urinary tract infection,Diabetes,,,25
INST007,2024,C021,Diabetes,Chronic kidney disease,Hypertension,,39
INST007,2024,C022,Ischemic heart disease,Diabetes,Hypertension,,53
INST007,2024,C023,Asthma,Obesity,,,62
INST007,2024,C024,COPD,Diabetes,,,29
INST007,2024,C025,Hyperlipidemia,Hypertension,,,44
INST007,2025,C001,Diabetes,Hypertension,,,146
INST007,2025,C002,Diabetes,Chronic kidney disease,,,49
INST007,2025,C003,Hypertension,Ischemic heart disease,,,97
INST007,2025,C004,Diabetes,Obesity,,,50
INST007,2025,C005,Diabetes,Hypertension,Obesity,,69
INST007,2025,C006,COPD,Hypertension,,,20
INST007,2025,C007,Asthma,Allergic/atopic disease,,,16
INST007,2025,C008,Heart failure,Chronic kidney disease,,,29
INST007,2025,C009,Diabetes,Hyperlipidemia,Hypertension,,116
INST007,2025,C010,Hypertension,Stroke,,,28
INST007,2025,C011,Chronic liver disease,Type 2 diabetes mellitus,,,31
INST007,2025,C012,Depression,Generalized anxiety disorder,,,39
INST007,2025,C013,Osteoarthritis,Obesity,,,59
INST007,2025,C014,Rheumatoid arthritis,Osteoporosis,,,22
INST007,2025,C015,Pneumonia,Diabetes,,,31
INST007,2025,C016,COVID-19,Diabetes,,,21
INST007,2025,C017,COVID-19,Hypertension,,,31
INST007,2025,C018,COVID-19,Diabetes,Hypertension,,39
INST007,2025,C019,Tuberculosis,Diabetes,,,28
INST007,2025,C020,Urinary tract infection,Diabetes,,,23
INST007,2025,C021,Diabetes,Chronic kidney disease,Hypertension,,81
INST007,2025,C022,Ischemic heart disease,Diabetes,Hypertension,,68
INST007,2025,C023,Asthma,Obesity,,,63
INST007,2025,C024,COPD,Diabetes,,,35
INST007,2025,C025,Hyperlipidemia,Hypertension,,,70
INST007,2026,C001,Diabetes,Hypertension,,,73
INST007,2026,C002,Diabetes,Chronic kidney disease,,,67
INST007,2026,C003,Hypertension,Ischemic heart disease,,,72
INST007,2026,C004,Diabetes,Obesity,,,120
INST007,2026,C005,Diabetes,Hypertension,Obesity,,71
INST007,2026,C006,COPD,Hypertension,,,26
INST007,2026,C007,Asthma,Allergic/atopic disease,,,14
INST007,2026,C008,Heart failure,Chronic kidney disease,,,31
INST007,2026,C009,Diabetes,Hyperlipidemia,Hypertension,,62
INST007,2026,C010,Hypertension,Stroke,,,19
INST007,2026,C011,Chronic liver disease,Type 2 diabetes mellitus,,,19
INST007,2026,C012,Depression,Generalized anxiety disorder,,,61
INST007,2026,C013,Osteoarthritis,Obesity,,,70
INST007,2026,C014,Rheumatoid arthritis,Osteoporosis,,,28
INST007,2026,C015,Pneumonia,Diabetes,,,103
INST007,2026,C016,COVID-19,Diabetes,,,22
INST007,2026,C017,COVID-19,Hypertension,,,40
INST007,2026,C018,COVID-19,Diabetes,Hypertension,,26
INST007,2026,C019,Tuberculosis,Diabetes,,,30
INST007,2026,C020,Urinary tract infection,Diabetes,,,71
INST007,2026,C021,Diabetes,Chronic kidney disease,Hypertension,,25
INST007,2026,C022,Ischemic heart disease,Diabetes,Hypertension,,84
INST007,2026,C023,Asthma,Obesity,,,28
INST007,2026,C024,COPD,Diabetes,,,25
INST007,2026,C025,Hyperlipidemia,Hypertension,,,95
INST008,2015,C001,Diabetes,Hypertension,,,110
INST008,2015,C002,Diabetes,Chronic kidney disease,,,37
INST008,2015,C003,Hypertension,Ischemic heart disease,,,76
INST008,2015,C004,Diabetes,Obesity,,,74
INST008,2015,C005,Diabetes,Hypertension,Obesity,,88
INST008,2015,C006,COPD,Hypertension,,,26
INST008,2015,C007,Asthma,Allergic/atopic disease,,,23
INST008,2015,C008,Heart failure,Chronic kidney disease,,,31
INST008,2015,C009,Diabetes,Hyperlipidemia,Hypertension,,66
INST008,2015,C010,Hypertension,Stroke,,,15
INST008,2015,C011,Chronic liver disease,Type 2 diabetes mellitus,,,42
INST008,2015,C012,Depression,Generalized anxiety disorder,,,58
INST008,2015,C013,Osteoarthritis,Obesity,,,35
INST008,2015,C014,Rheumatoid arthritis,Osteoporosis,,,13
INST008,2015,C015,Pneumonia,Diabetes,,,54
INST008,2015,C016,COVID-19,Diabetes,,,8
INST008,2015,C017,COVID-19,Hypertension,,,9
INST008,2015,C018,COVID-19,Diabetes,Hypertension,,8
INST008,2015,C019,Tuberculosis,Diabetes,,,7
INST008,2015,C020,Urinary tract infection,Diabetes,,,37
INST008,2015,C021,Diabetes,Chronic kidney disease,Hypertension,,60
INST008,2015,C022,Ischemic heart disease,Diabetes,Hypertension,,55
INST008,2015,C023,Asthma,Obesity,,,31
INST008,2015,C024,COPD,Diabetes,,,22
INST008,2015,C025,Hyperlipidemia,Hypertension,,,78
INST008,2016,C001,Diabetes,Hypertension,,,91
INST008,2016,C002,Diabetes,Chronic kidney disease,,,75
INST008,2016,C003,Hypertension,Ischemic heart disease,,,87
INST008,2016,C004,Diabetes,Obesity,,,86
INST008,2016,C005,Diabetes,Hypertension,Obesity,,82
INST008,2016,C006,COPD,Hypertension,,,26
INST008,2016,C007,Asthma,Allergic/atopic disease,,,32
INST008,2016,C008,Heart failure,Chronic kidney disease,,,16
INST008,2016,C009,Diabetes,Hyperlipidemia,Hypertension,,98
INST008,2016,C010,Hypertension,Stroke,,,9
INST008,2016,C011,Chronic liver disease,Type 2 diabetes mellitus,,,20
INST008,2016,C012,Depression,Generalized anxiety disorder,,,50
INST008,2016,C013,Osteoarthritis,Obesity,,,58
INST008,2016,C014,Rheumatoid arthritis,Osteoporosis,,,13
INST008,2016,C015,Pneumonia,Diabetes,,,31
INST008,2016,C016,COVID-19,Diabetes,,,10
INST008,2016,C017,COVID-19,Hypertension,,,16
INST008,2016,C018,COVID-19,Diabetes,Hypertension,,9
INST008,2016,C019,Tuberculosis,Diabetes,,,26
INST008,2016,C020,Urinary tract infection,Diabetes,,,51
INST008,2016,C021,Diabetes,Chronic kidney disease,Hypertension,,74
INST008,2016,C022,Ischemic heart disease,Diabetes,Hypertension,,86
INST008,2016,C023,Asthma,Obesity,,,41
INST008,2016,C024,COPD,Diabetes,,,33
INST008,2016,C025,Hyperlipidemia,Hypertension,,,39
INST008,2017,C001,Diabetes,Hypertension,,,89
INST008,2017,C002,Diabetes,Chronic kidney disease,,,47
INST008,2017,C003,Hypertension,Ischemic heart disease,,,75
INST008,2017,C004,Diabetes,Obesity,,,132
INST008,2017,C005,Diabetes,Hypertension,Obesity,,70
INST008,2017,C006,COPD,Hypertension,,,42
INST008,2017,C007,Asthma,Allergic/atopic disease,,,16
INST008,2017,C008,Heart failure,Chronic kidney disease,,,24
INST008,2017,C009,Diabetes,Hyperlipidemia,Hypertension,,59
INST008,2017,C010,Hypertension,Stroke,,,8
INST008,2017,C011,Chronic liver disease,Type 2 diabetes mellitus,,,32
INST008,2017,C012,Depression,Generalized anxiety disorder,,,60
INST008,2017,C013,Osteoarthritis,Obesity,,,64
INST008,2017,C014,Rheumatoid arthritis,Osteoporosis,,,21
INST008,2017,C015,Pneumonia,Diabetes,,,41
INST008,2017,C016,COVID-19,Diabetes,,,8
INST008,2017,C017,COVID-19,Hypertension,,,24
INST008,2017,C018,COVID-19,Diabetes,Hypertension,,8
INST008,2017,C019,Tuberculosis,Diabetes,,,7
INST008,2017,C020,Urinary tract infection,Diabetes,,,37
INST008,2017,C021,Diabetes,Chronic kidney disease,Hypertension,,58
INST008,2017,C022,Ischemic heart disease,Diabetes,Hypertension,,42
INST008,2017,C023,Asthma,Obesity,,,26
INST008,2017,C024,COPD,Diabetes,,,23
INST008,2017,C025,Hyperlipidemia,Hypertension,,,84
INST008,2018,C001,Diabetes,Hypertension,,,88
INST008,2018,C002,Diabetes,Chronic kidney disease,,,74
INST008,2018,C003,Hypertension,Ischemic heart disease,,,71
INST008,2018,C004,Diabetes,Obesity,,,68
INST008,2018,C005,Diabetes,Hypertension,Obesity,,81
INST008,2018,C006,COPD,Hypertension,,,20
INST008,2018,C007,Asthma,Allergic/atopic disease,,,20
INST008,2018,C008,Heart failure,Chronic kidney disease,,,38
INST008,2018,C009,Diabetes,Hyperlipidemia,Hypertension,,50
INST008,2018,C010,Hypertension,Stroke,,,17
INST008,2018,C011,Chronic liver disease,Type 2 diabetes mellitus,,,44
INST008,2018,C012,Depression,Generalized anxiety disorder,,,61
INST008,2018,C013,Osteoarthritis,Obesity,,,61
INST008,2018,C014,Rheumatoid arthritis,Osteoporosis,,,28
INST008,2018,C015,Pneumonia,Diabetes,,,34
INST008,2018,C016,COVID-19,Diabetes,,,11
INST008,2018,C017,COVID-19,Hypertension,,,9
INST008,2018,C018,COVID-19,Diabetes,Hypertension,,11
INST008,2018,C019,Tuberculosis,Diabetes,,,23
INST008,2018,C020,Urinary tract infection,Diabetes,,,46
INST008,2018,C021,Diabetes,Chronic kidney disease,Hypertension,,33
INST008,2018,C022,Ischemic heart disease,Diabetes,Hypertension,,78
INST008,2018,C023,Asthma,Obesity,,,75
INST008,2018,C024,COPD,Diabetes,,,23
INST008,2018,C025,Hyperlipidemia,Hypertension,,,104
INST008,2019,C001,Diabetes,Hypertension,,,67
INST008,2019,C002,Diabetes,Chronic kidney disease,,,20
INST008,2019,C003,Hypertension,Ischemic heart disease,,,68
INST008,2019,C004,Diabetes,Obesity,,,75
INST008,2019,C005,Diabetes,Hypertension,Obesity,,59
INST008,2019,C006,COPD,Hypertension,,,68
INST008,2019,C007,Asthma,Allergic/atopic disease,,,14
INST008,2019,C008,Heart failure,Chronic kidney disease,,,25
INST008,2019,C009,Diabetes,Hyperlipidemia,Hypertension,,44
INST008,2019,C010,Hypertension,Stroke,,,15
INST008,2019,C011,Chronic liver disease,Type 2 diabetes mellitus,,,29
INST008,2019,C012,Depression,Generalized anxiety disorder,,,23
INST008,2019,C013,Osteoarthritis,Obesity,,,43
INST008,2019,C014,Rheumatoid arthritis,Osteoporosis,,,9
INST008,2019,C015,Pneumonia,Diabetes,,,82
INST008,2019,C016,COVID-19,Diabetes,,,23
INST008,2019,C017,COVID-19,Hypertension,,,17
INST008,2019,C018,COVID-19,Diabetes,Hypertension,,14
INST008,2019,C019,Tuberculosis,Diabetes,,,17
INST008,2019,C020,Urinary tract infection,Diabetes,,,50
INST008,2019,C021,Diabetes,Chronic kidney disease,Hypertension,,44
INST008,2019,C022,Ischemic heart disease,Diabetes,Hypertension,,57
INST008,2019,C023,Asthma,Obesity,,,39
INST008,2019,C024,COPD,Diabetes,,,55
INST008,2019,C025,Hyperlipidemia,Hypertension,,,82
INST008,2020,C001,Diabetes,Hypertension,,,135
INST008,2020,C002,Diabetes,Chronic kidney disease,,,29
INST008,2020,C003,Hypertension,Ischemic heart disease,,,36
INST008,2020,C004,Diabetes,Obesity,,,39
INST008,2020,C005,Diabetes,Hypertension,Obesity,,59
INST008,2020,C006,COPD,Hypertension,,,23
INST008,2020,C007,Asthma,Allergic/atopic disease,,,14
INST008,2020,C008,Heart failure,Chronic kidney disease,,,26
INST008,2020,C009,Diabetes,Hyperlipidemia,Hypertension,,65
INST008,2020,C010,Hypertension,Stroke,,,22
INST008,2020,C011,Chronic liver disease,Type 2 diabetes mellitus,,,21
INST008,2020,C012,Depression,Generalized anxiety disorder,,,27
INST008,2020,C013,Osteoarthritis,Obesity,,,81
INST008,2020,C014,Rheumatoid arthritis,Osteoporosis,,,24
INST008,2020,C015,Pneumonia,Diabetes,,,47
INST008,2020,C016,COVID-19,Diabetes,,,61
INST008,2020,C017,COVID-19,Hypertension,,,136
INST008,2020,C018,COVID-19,Diabetes,Hypertension,,75
INST008,2020,C019,Tuberculosis,Diabetes,,,12
INST008,2020,C020,Urinary tract infection,Diabetes,,,54
INST008,2020,C021,Diabetes,Chronic kidney disease,Hypertension,,52
INST008,2020,C022,Ischemic heart disease,Diabetes,Hypertension,,39
INST008,2020,C023,Asthma,Obesity,,,44
INST008,2020,C024,COPD,Diabetes,,,53
INST008,2020,C025,Hyperlipidemia,Hypertension,,,56
INST008,2021,C001,Diabetes,Hypertension,,,90
INST008,2021,C002,Diabetes,Chronic kidney disease,,,72
INST008,2021,C003,Hypertension,Ischemic heart disease,,,36
INST008,2021,C004,Diabetes,Obesity,,,55
INST008,2021,C005,Diabetes,Hypertension,Obesity,,36
INST008,2021,C006,COPD,Hypertension,,,24
INST008,2021,C007,Asthma,Allergic/atopic disease,,,38
INST008,2021,C008,Heart failure,Chronic kidney disease,,,22
INST008,2021,C009,Diabetes,Hyperlipidemia,Hypertension,,34
INST008,2021,C010,Hypertension,Stroke,,,19
INST008,2021,C011,Chronic liver disease,Type 2 diabetes mellitus,,,20
INST008,2021,C012,Depression,Generalized anxiety disorder,,,28
INST008,2021,C013,Osteoarthritis,Obesity,,,50
INST008,2021,C014,Rheumatoid arthritis,Osteoporosis,,,12
INST008,2021,C015,Pneumonia,Diabetes,,,79
INST008,2021,C016,COVID-19,Diabetes,,,160
INST008,2021,C017,COVID-19,Hypertension,,,127
INST008,2021,C018,COVID-19,Diabetes,Hypertension,,174
INST008,2021,C019,Tuberculosis,Diabetes,,,20
INST008,2021,C020,Urinary tract infection,Diabetes,,,44
INST008,2021,C021,Diabetes,Chronic kidney disease,Hypertension,,36
INST008,2021,C022,Ischemic heart disease,Diabetes,Hypertension,,28
INST008,2021,C023,Asthma,Obesity,,,78
INST008,2021,C024,COPD,Diabetes,,,40
INST008,2021,C025,Hyperlipidemia,Hypertension,,,113
INST008,2022,C001,Diabetes,Hypertension,,,117
INST008,2022,C002,Diabetes,Chronic kidney disease,,,46
INST008,2022,C003,Hypertension,Ischemic heart disease,,,44
INST008,2022,C004,Diabetes,Obesity,,,41
